TITLE,ARTIST,PLAYLIST,PLAYLIST ID,RELEASE,BPM,ENERGY,DANCE,LOUD,VALENCE,LENGTH,ACOUSTIC,POP.
Forgive Them Father,Ms. Lauryn Hill,recycled paper,2,1998,98,60,81,-7,69,5.25,5,53
I Used to Love Him (feat. Mary J. Blige),Ms. Lauryn Hill,recycled paper,2,1998,87,80,49,-8,75,5.67,6,56
Trujące kwiaty,Lenny Valentino,recycled paper,2,1905,110,30,40,-10,4,5.35,61,23
Dom nauki wrażeń,Lenny Valentino,recycled paper,2,1905,125,68,65,-4,31,4.23,40,20
"Karuzele, skutery, rodeo",Lenny Valentino,recycled paper,2,1905,108,91,28,-4,32,3.70,18,20
"The Truth, The Glow, The Fall",Anna von Hausswolff,recycled paper,2,2018,110,48,19,-10,4,12.13,39,33
Bloom,The Necks,recycled paper,2,2020,164,96,38,-8,23,21.30,0,5
All the Pretty Colors,Sturgill Simpson,recycled paper,2,2020,126,65,71,-7,87,2.32,29,50
Life Ain’t Fair and the World Is Mean,Sturgill Simpson,recycled paper,2,2020,108,66,76,-7,85,2.02,61,49
Railroad of Sin,Sturgill Simpson,recycled paper,2,2020,155,66,57,-6,86,2.22,40,44
Sitting Here Without You,Sturgill Simpson,recycled paper,2,2020,132,69,60,-6,86,1.93,43,43
"Something to Rap About (feat. Tyler, The Creator)",Freddie Gibbs,recycled paper,2,2020,56,52,41,-11,41,4.72,47,70
Babies & Fools (feat. Conway the Machine),Freddie Gibbs,recycled paper,2,2020,76,49,65,-11,70,3.43,95,55
Scottie Beam,Freddie Gibbs,recycled paper,2,2020,79,65,52,-10,54,4.07,82,63
Swoon (I'll Be There for You in Chicago),Material Girl,recycled paper,2,2020,90,18,31,-16,4,6.22,43,7
Strange Timez (feat. Robert Smith),Gorillaz,recycled paper,2,2020,131,92,56,-6,65,3.80,42,53
Pac-Man (feat. ScHoolboy Q),Gorillaz,recycled paper,2,2020,96,81,76,-5,73,3.22,27,62
Désolé (feat. Fatoumata Diawara) - Extended Version,Gorillaz,recycled paper,2,2020,136,69,73,-8,86,5.55,34,59
anything,Adrianne Lenker,recycled paper,2,2020,84,29,41,-13,53,3.37,78,61
Born To Lose,The Avalanches,recycled paper,2,2020,104,77,55,-8,36,4.90,0,44
The Divine Chord,The Avalanches,recycled paper,2,2020,105,86,56,-5,37,3.13,10,64
We Go On,The Avalanches,recycled paper,2,2020,108,84,63,-6,64,4.03,5,52
pit-a-pet,YUKIKA,recycled paper,2,2020,116,78,80,-4,77,4.02,30,23
Cherries Jubiles,YUKIKA,recycled paper,2,2020,100,85,62,-4,53,4.08,39,25
SOUL LADY,YUKIKA,recycled paper,2,2020,120,95,66,-2,75,3.60,2,26
Yesterday,YUKIKA,recycled paper,2,2020,100,78,70,-4,44,3.70,7,16
Pink Poop Emoji,BbyMutha,recycled paper,2,2020,77,79,62,-8,59,1.73,27,18
Cocaine Catwalk,BbyMutha,recycled paper,2,2020,126,78,82,-6,41,2.57,17,29
"Bbymutha This, Bbymutha That",BbyMutha,recycled paper,2,2020,130,88,94,-8,87,3.02,34,23
Lights Go Down,I DONT KNOW HOW BUT THEY FOUND ME,recycled paper,2,2020,120,77,66,-5,53,3.40,3,48
The Eye of a Needle,Ka,recycled paper,2,2020,83,72,38,-7,81,3.38,28,26
"I Love (Mimi, Moms, Kev)",Ka,recycled paper,2,2020,90,50,59,-10,31,3.23,91,30
Solitude of Enoch,Ka,recycled paper,2,2020,76,56,28,-7,21,3.67,14,27
Artlessly Falling,Mary Halvorson's Code Girl,recycled paper,2,2020,131,43,30,-12,22,7.28,55,4
Ooh La La,Jessie Ware,recycled paper,2,2020,120,67,81,-7,79,3.80,4,51
What’s Your Pleasure?,Jessie Ware,recycled paper,2,2020,115,80,67,-8,60,4.63,2,60
Soul Control,Jessie Ware,recycled paper,2,2020,124,69,89,-9,94,3.98,8,54
Read My Lips,Jessie Ware,recycled paper,2,2020,120,50,92,-10,75,4.07,2,46
gold rush,Taylor Swift,recycled paper,2,2020,112,46,51,-10,35,3.08,83,74
closure,Taylor Swift,recycled paper,2,2020,152,70,69,-11,92,3.02,84,65
The Pale Moonlight,Kid Cudi,recycled paper,2,2020,160,81,58,-8,61,2.93,46,61
Graphic Bleed Outs,Chris Keys,recycled paper,2,2020,170,73,36,-6,40,4.60,35,33
Mirage,Chris Keys,recycled paper,2,2020,133,57,56,-8,47,7.13,70,47
Make It Better,Chris Keys,recycled paper,2,2020,135,67,44,-6,33,5.52,73,26
When You Fall…,Chris Keys,recycled paper,2,2020,147,68,50,-8,33,6.93,14,24
Don't Call Again,Tkay Maidza,recycled paper,2,2020,79,75,46,-4,51,3.78,28,32
You Sad,Tkay Maidza,recycled paper,2,2020,160,67,74,-5,47,2.62,63,53
My Flowers,Tkay Maidza,recycled paper,2,2020,87,48,62,-6,35,3.67,12,39
Smile #5 (see page 103 and 107),Slauson Malone,recycled paper,2,2020,60,39,33,-10,13,3.13,59,29
"THE MESSAGE 3: Blood (see page 39, 179, and Bye)",Slauson Malone,recycled paper,2,2020,82,63,49,-8,22,4.05,77,32
Starting Over,Chris Stapleton,recycled paper,2,2020,89,54,64,-8,32,4.00,45,72
Flies,Aesop Rock,recycled paper,2,2020,171,70,46,-7,46,0.77,0,6
Thousand Pills (feat. Stove God Cooks),Boldy James,recycled paper,2,2020,89,56,59,-8,24,2.80,5,30
Failed Attempt,Boldy James,recycled paper,2,2020,86,83,57,-6,79,3.08,0,24
Street Shit,Boldy James,recycled paper,2,2020,93,71,70,-7,40,2.95,21,31
Good Foot (feat. Mooch & Rigz),Boldy James,recycled paper,2,2020,89,80,63,-5,56,3.28,1,24
By the Banks,Wobbler,recycled paper,2,2020,163,51,26,-10,23,13.82,3,23
Welcome Blue Valkyrie,Kairon; IRSE!,recycled paper,2,2020,128,62,27,-8,25,6.67,0,14
White Flies,Kairon; IRSE!,recycled paper,2,2020,180,86,28,-7,27,3.85,0,11
Maroons,Moor Mother,recycled paper,2,2020,174,50,33,-11,29,3.43,24,28
Giraffe Hunts,Moor Mother,recycled paper,2,2020,150,88,47,-7,33,2.65,68,24
Still Right Here,Nine Inch Nails,recycled paper,2,2020,124,26,18,-16,4,10.18,90,30
I Just Want to Dance,SAULT,recycled paper,2,2020,125,79,69,-7,58,4.35,0,47
Son Shine,SAULT,recycled paper,2,2020,109,57,70,-7,60,3.28,14,48
The Beginning & the End,SAULT,recycled paper,2,2020,123,81,67,-6,67,3.65,26,37
The Feeling,Blu & Exile,recycled paper,2,2020,82,54,56,-10,57,7.60,64,29
Miles Away,Blu & Exile,recycled paper,2,2020,146,70,56,-9,43,5.13,1,26
"To The Fall, But Not Forgotten",Blu & Exile,recycled paper,2,2020,176,73,48,-8,53,4.55,27,20
Bollywood Apologetics,Black Wing,recycled paper,2,2020,160,59,46,-10,32,5.60,19,42
Choir of Assholes / You Think It'll Make You Happy but It Won't,Black Wing,recycled paper,2,2020,119,37,27,-9,27,8.13,32,19
Always a Last Time,Black Wing,recycled paper,2,2020,140,39,24,-13,6,5.07,94,22
"I Love You but I've Chosen Me, Pt. II: Stretch Armstonk",Crywank,recycled paper,2,2020,95,70,44,-10,63,3.38,51,19
"I Love You but I've Chosen Me, Pt. VII: Merry Sage of Perspective",Crywank,recycled paper,2,2020,74,90,24,-9,24,3.08,0,18
"I Love You but I've Chosen Me, Pt. IV: Just Potatoes",Crywank,recycled paper,2,2020,158,94,30,-9,29,1.32,0,18
Lilacs,Waxahatchee,recycled paper,2,2020,103,70,74,-9,43,3.27,53,0
War,Waxahatchee,recycled paper,2,2020,118,69,60,-9,56,3.17,3,0
Hell,Waxahatchee,recycled paper,2,2020,98,59,58,-10,69,2.98,31,0
Witches,Waxahatchee,recycled paper,2,2020,116,56,63,-9,46,2.82,11,0
World Princess part II,Grimes,recycled paper,2,2015,107,89,65,-5,67,5.10,0,53
Flesh without Blood,Grimes,recycled paper,2,2015,156,97,48,-3,66,4.42,0,59
Like a Rolling Stone,Bob Dylan,recycled paper,2,1965,95,72,48,-7,56,6.17,73,73
Desolation Row,Bob Dylan,recycled paper,2,1965,109,61,43,-7,65,11.35,67,50
Temple,Aubrey Key,recycled paper,2,2020,160,85,56,-6,96,1.53,60,17
Frames,Aubrey Key,recycled paper,2,2020,133,52,47,-8,59,2.35,23,43
This Is the Day,The The,recycled paper,2,1905,142,70,58,-11,68,4.93,2,58
Giant,The The,recycled paper,2,1905,108,71,68,-14,96,9.58,5,43
Uncertain Smile,The The,recycled paper,2,1905,143,76,60,-12,84,6.82,6,52
PLAY WITH FIRE,slowthai,recycled paper,2,2021,149,80,52,-7,64,2.85,27,48
Second hand embarrassment,underscores,recycled paper,2,2021,77,45,79,-6,79,2.28,17,48
Cliffs Gaze / cliffs’ gaze at empty waters’ rise / ASHES TO SEA or NEARER TO THEE,Godspeed You! Black Emperor,recycled paper,2,2021,128,33,17,-12,7,8.20,89,6
CHAIN ON (feat. JPEGMAFIA),BROCKHAMPTON,recycled paper,2,2021,85,80,70,-7,54,3.35,22,54
A Song Dedicated to the Memory of Stormy the Rabbit,AJJ,recycled paper,2,2007,147,33,68,-7,85,3.08,60,42
People Ii: The Reckoning,AJJ,recycled paper,2,2007,97,49,68,-8,64,4.15,22,52
Rejoice,AJJ,recycled paper,2,2007,91,61,49,-8,59,3.27,12,49
Black Sunlight,Armand Hammer,recycled paper,2,2021,77,69,44,-8,41,2.72,6,41
Peppertree,Armand Hammer,recycled paper,2,2021,178,53,30,-9,20,2.00,74,35
Stonefruit,Armand Hammer,recycled paper,2,2021,115,56,39,-8,26,4.28,8,39
Marlene Dietrich,black midi,recycled paper,2,2021,115,43,60,-11,46,2.90,89,50
BBY,Bladee,recycled paper,2,2021,148,67,65,-7,84,2.02,36,53
The Fool Intro,Bladee,recycled paper,2,2021,150,76,55,-5,63,2.00,0,49
Inspiration Comes,Bladee,recycled paper,2,2021,150,85,58,-5,27,2.93,4,46
Ana Damir El Motakallim,Issam Hajali,recycled paper,2,2019,77,67,25,-9,42,11.70,16,35
Intazirne,Issam Hajali,recycled paper,2,2019,104,73,34,-8,62,3.23,46,19
THOUSAND KNIVES,Ryuichi Sakamoto,recycled paper,2,1905,103,68,59,-11,47,9.57,44,26
Tiny Houses,Sweet Trip,recycled paper,2,2021,128,80,23,-9,29,5.88,2,34
Take A Little Time (Feat. sean2slow),Jazzyfact,recycled paper,2,2010,88,62,74,-6,90,3.68,31,21
Sweet Crazy Love,LOOΠΔ / ODD EYE CIRCLE,recycled paper,2,2017,112,86,55,-4,56,3.48,4,53
Uncover,LOOΠΔ / ODD EYE CIRCLE,recycled paper,2,2017,130,76,75,-5,42,3.35,13,52
Chaotic,LOOΠΔ / ODD EYE CIRCLE,recycled paper,2,2017,136,79,72,-4,77,3.98,55,45
Paddling,Squid,recycled paper,2,2021,89,66,41,-9,10,6.27,0,45
2010,Squid,recycled paper,2,2021,148,73,33,-8,47,4.47,0,39
Evil Eye,MIKE,recycled paper,2,2021,157,94,40,-5,61,2.15,45,45
alarmed!,MIKE,recycled paper,2,2021,79,73,32,-7,46,2.60,0,37
Big Love,MIKE,recycled paper,2,2021,126,67,51,-8,24,3.57,0,37
Babyvillain (in our veins),MIKE,recycled paper,2,2021,114,75,49,-9,54,2.65,7,36
Crystal Ball,MIKE,recycled paper,2,2021,163,82,47,-6,70,1.63,40,35
Airdrop,MIKE,recycled paper,2,2021,80,82,29,-6,74,1.88,50,32
Extra Crunchy,RXKNephew,recycled paper,2,2021,100,83,60,-4,52,2.63,6,22
Proud of Me,RXKNephew,recycled paper,2,2021,144,80,82,-6,65,2.15,13,18
Brightlight,RXKNephew,recycled paper,2,2021,156,69,54,-6,30,3.53,12,18
Death on the Installment Plan,PremRock,recycled paper,2,2021,82,80,48,-9,50,2.67,11,7
Joel Osteen,PremRock,recycled paper,2,2021,80,70,63,-9,82,3.62,21,9
Prairie Burn,PremRock,recycled paper,2,2021,82,68,30,-10,57,3.90,2,6
The Shortest Story Ever,PremRock,recycled paper,2,2021,80,73,48,-9,70,3.90,2,6
Soft Machinery,PremRock,recycled paper,2,2021,172,72,63,-12,63,2.68,48,5
Queen Of Hell,BbyMutha,recycled paper,2,2021,133,73,62,-6,52,2.92,27,25
Mama's Prayer,BbyMutha,recycled paper,2,2021,96,84,67,-5,45,2.73,32,28
glowinthedark,BbyMutha,recycled paper,2,2021,143,74,90,-7,12,1.55,1,28
Mutha Mercury,BbyMutha,recycled paper,2,2021,73,76,37,-5,29,2.55,16,27
Weird Fishes/ Arpeggi,Radiohead,recycled paper,2,2007,153,61,54,-8,20,5.30,77,1
The Blacker The Berry,Kendrick Lamar,recycled metal,3,2015,176,85,55,-4,27,5.48,1,62
Story 2,clipping.,recycled metal,3,2014,165,65,61,-7,48,2.20,3,0
Freeee (Ghost Town Pt. 2),KIDS SEE GHOSTS,recycled metal,3,2018,152,81,33,-5,31,3.45,0,61
STAR,BROCKHAMPTON,recycled metal,3,2017,75,39,78,-9,29,2.68,15,56
m.A.A.d city,Kendrick Lamar,recycled metal,3,1905,91,73,49,-7,22,5.83,5,66
The World Looks Red / The World Looks Black,Swans,recycled metal,3,2016,118,58,28,-11,9,14.45,1,18
Golddust,Danny Brown,recycled metal,3,2016,124,81,61,-6,75,2.40,4,43
3 Tearz,Danny Brown,recycled metal,3,2019,81,72,69,-7,39,3.95,6,44
A Cold Freezin' Night,The Books,recycled metal,3,2010,156,82,69,-8,74,3.37,41,22
Hypermisophoniac,Jack White,recycled metal,3,2018,100,82,63,-9,49,3.57,47,28
Shitsville,Freddie Gibbs,recycled metal,3,2014,92,67,59,-10,42,3.52,16,49
Wide Awake,Parquet Courts,recycled metal,3,2018,122,94,85,-3,90,2.65,11,0
Glass & Patron,FKA twigs,recycled metal,3,2015,127,52,63,-10,19,4.32,5,0
I'm Your Doll,FKA twigs,recycled metal,3,2015,104,53,53,-10,13,3.18,44,0
Figure 8,FKA twigs,recycled metal,3,2015,120,71,69,-10,42,3.05,53,0
Sea Legs,Run The Jewels,recycled metal,3,2013,130,72,72,-6,7,3.67,0,43
"Lie, Cheat, Steal",Run The Jewels,recycled metal,3,2014,83,74,54,-7,38,3.47,5,21
A Report to the Shareholders / Kill Your Masters,Run The Jewels,recycled metal,3,2016,156,81,46,-7,25,6.25,1,44
Tis a Pity She Was a Whore,David Bowie,recycled metal,3,2016,132,95,50,-5,47,4.88,0,45
Money,Pink Floyd,recycled metal,3,1973,126,54,47,-10,79,6.38,2,73
Don't Play No Game That I Can't Win,Beastie Boys,recycled metal,3,2011,103,88,65,-3,41,4.18,0,47
Dogs,Pink Floyd,recycled metal,3,1977,109,48,32,-11,14,17.08,8,60
Pigs (Three Different Ones),Pink Floyd,recycled metal,3,1977,129,57,42,-12,35,11.43,10,58
Sheep,Pink Floyd,recycled metal,3,1977,135,72,28,-12,6,10.32,7,54
The Shrine / An Argument,Fleet Foxes,recycled metal,3,2011,123,34,35,-11,18,8.12,74,0
Rigamortus,Kendrick Lamar,recycled metal,3,2011,178,81,52,-6,63,2.82,24,65
Ab-Souls Outro (feat. Ab-Soul),Kendrick Lamar,recycled metal,3,2011,116,84,47,-7,64,5.83,12,47
DUCKWORTH.,Kendrick Lamar,recycled metal,3,2017,175,73,55,-7,63,4.15,5,69
Arabesque,Coldplay,recycled metal,3,2019,172,83,40,-8,16,5.67,0,62
The Black Angel's Death Song,The Velvet Underground,recycled metal,3,1967,121,48,36,-10,36,3.20,65,45
Apocalypse Dreams,Tame Impala,recycled metal,3,2012,128,93,50,-2,27,5.95,25,59
Nothing That Has Happened So Far Has Been Anything We Could Control,Tame Impala,recycled metal,3,2012,100,86,35,-4,36,6.00,4,51
Solo (Reprise),Frank Ocean,recycled metal,3,2016,83,75,54,-7,60,1.32,40,62
Silver Cross,Charli XCX,recycled metal,3,2019,135,84,60,-5,62,3.47,30,47
2099 (feat. Troye Sivan),Charli XCX,recycled metal,3,2019,90,57,34,-8,27,3.42,13,44
Optimistic,Radiohead,recycled metal,3,2000,158,76,40,-10,57,5.27,5,0
Lucidity,Tame Impala,recycled metal,3,2010,147,88,37,-6,52,4.53,12,49
Expectation,Tame Impala,recycled metal,3,2010,140,85,45,-5,16,6.05,2,49
Candidate - 2007 Remaster,Joy Division,recycled metal,3,1979,135,27,59,-13,23,3.13,1,0
She Came In Through The Bathroom Window - Remastered 2009,The Beatles,recycled metal,3,1969,81,72,53,-9,69,1.98,0,61
The End - Remastered 2009,The Beatles,recycled metal,3,1969,123,49,65,-10,22,2.37,0,61
High Beams,Flume,recycled metal,3,2019,130,91,51,-5,52,3.40,4,50
Amber,Flume,recycled metal,3,2019,78,58,54,-7,23,2.40,8,41
How To Build A Relationship,Flume,recycled metal,3,2019,103,81,77,-3,63,3.08,10,49
Feel It,Georgia,recycled metal,3,2020,105,84,59,-7,28,3.87,0,30
Tomorrow Never Knows - Remastered 2009,The Beatles,recycled metal,3,1966,126,83,38,-6,5,3.00,0,59
Raise Yourself Up,Matana Roberts,recycled metal,3,2019,134,93,37,-6,38,2.75,43,0
"New Person, Same Old Mistakes",Tame Impala,recycled metal,3,2015,152,81,47,-7,49,6.05,27,76
The Games We Play,Pusha T,recycled metal,3,2018,78,80,69,-4,59,2.77,7,61
Exile On Frog Street,Ariel Pink,recycled metal,3,2014,111,80,33,-4,39,4.78,35,0
Dayzed Inn Daydreams,Ariel Pink,recycled metal,3,2014,140,84,44,-2,63,4.87,3,0
White Freckles,Ariel Pink,recycled metal,3,2014,125,94,26,-1,82,2.78,6,0
With an Addict,Against All Logic,recycled metal,3,2020,164,63,72,-9,28,7.08,24,32
Fantasy,Against All Logic,recycled metal,3,2020,118,84,84,-7,29,5.20,37,45
DIET_,Denzel Curry,recycled metal,3,2020,91,77,72,-6,87,2.40,9,58
ꞌCosmicꞌ.m4a,Denzel Curry,recycled metal,3,2020,96,79,69,-6,53,2.78,38,55
Lay_Up.m4a,Denzel Curry,recycled metal,3,2020,148,73,74,-6,74,1.77,10,51
It Might Be Time,Tame Impala,recycled metal,3,2020,116,78,59,-4,34,4.55,2,63
Without You My Life Would Be Boring,The Knife,recycled metal,3,2013,145,68,58,-7,69,5.23,16,21
Networking,The Knife,recycled metal,3,2013,154,63,63,-8,37,6.70,1,13
N.Y. State of Mind,Nas,recycled metal,3,1994,84,91,67,-5,89,4.90,4,69
Life's a Bitch (feat. AZ & Olu Dara),Nas,recycled metal,3,1994,90,73,78,-5,34,3.52,0,61
One Love (feat. Q-Tip),Nas,recycled metal,3,1994,93,69,77,-7,81,5.43,22,56
Represent,Nas,recycled metal,3,1994,92,83,71,-5,62,4.22,2,61
ringtone,100 gecs,recycled metal,3,2019,108,35,61,-7,79,2.40,8,58
Jigsaw Falling Into Place,Radiohead,recycled metal,3,2007,166,83,46,-6,81,4.15,11,0
15 Step,Radiohead,recycled metal,3,2007,94,85,60,-8,85,3.95,5,0
Ascension Day,Talk Talk,recycled metal,3,1905,141,39,44,-14,36,6.00,26,30
Conveyor,Moses Sumney,recycled metal,3,2020,92,79,42,-8,40,3.40,58,0
Crackity Jones,Pixies,recycled metal,3,1989,148,94,31,-10,37,1.40,1,0
Mr. Grieves,Pixies,recycled metal,3,1989,113,47,53,-14,67,2.10,4,0
Don't Ask Me Twice,Porridge Radio,recycled metal,3,2020,89,88,49,-5,65,3.35,0,0
Blind Love,Swans,recycled metal,3,2003,128,36,69,-16,23,7.75,4,6
When You Sleep,my bloody valentine,recycled metal,3,1991,129,82,40,-12,14,4.20,0,66
Soon,my bloody valentine,recycled metal,3,1991,110,84,43,-12,71,6.98,0,49
Loomer,my bloody valentine,recycled metal,3,1991,88,43,9,-15,45,2.63,0,47
R.I.P.,Playboi Carti,recycled metal,3,2018,140,73,73,-6,52,3.20,1,77
JELLO,BROCKHAMPTON,recycled metal,3,2017,140,57,92,-7,64,4.00,62,50
順風満帆,tricot,recycled metal,3,2020,121,75,37,-5,59,4.32,0,28
あふれる,tricot,recycled metal,3,2020,86,76,39,-4,58,3.92,0,37
SISTER/NATION,BROCKHAMPTON,recycled metal,3,2017,150,69,38,-7,51,6.08,9,50
Drug Dealer,slowthai,recycled metal,3,2019,134,80,68,-5,69,3.13,16,0
Grow Up (feat. Jaykae),slowthai,recycled metal,3,2019,98,83,63,-6,46,3.00,12,0
Brooklyn Bridge To Chorus,The Strokes,recycled metal,3,2020,120,57,63,-4,47,3.93,1,66
Gospel For A New Century,Yves Tumor,recycled metal,3,2020,178,73,56,-7,72,3.32,0,62
Like A Pen,The Knife,recycled metal,3,2006,125,76,65,-10,18,6.22,1,29
Shameika,Fiona Apple,recycled metal,3,2020,187,78,38,-7,65,4.15,15,52
Relay,Fiona Apple,recycled metal,3,2020,92,57,50,-8,47,4.82,23,47
The Great Curve,Talking Heads,recycled metal,3,1980,152,66,61,-13,75,6.47,19,34
Do The Astral Plane,Flying Lotus,recycled metal,3,2010,118,83,72,-3,28,3.97,5,49
Arkestry,Flying Lotus,recycled metal,3,2010,86,90,22,-7,19,2.85,17,34
ST. PERCY,BROCKHAMPTON,recycled metal,3,2019,82,64,61,-7,74,3.52,37,53
XS,Rina Sawayama,recycled metal,3,2020,117,93,64,-3,59,3.35,9,65
Comme Des Garçons (Like The Boys),Rina Sawayama,recycled metal,3,2020,119,72,72,-4,65,3.03,2,63
"Down, Down, Down",Tom Waits,recycled metal,3,1983,123,72,73,-14,96,2.27,19,30
Trouble's Braids,Tom Waits,recycled metal,3,1983,134,42,69,-19,56,1.30,14,26
Candela,Buena Vista Social Club,recycled metal,3,1997,101,62,53,-12,81,5.47,72,61
El Cuarto de Tula,Buena Vista Social Club,recycled metal,3,1997,105,66,55,-13,86,7.42,60,62
visions,Charli XCX,recycled metal,3,2020,140,79,68,-7,28,3.83,0,49
Singapore,Tom Waits,recycled metal,3,1985,100,55,80,-15,85,2.75,42,42
Rain Dogs,Tom Waits,recycled metal,3,1985,135,30,78,-14,57,2.93,49,42
Walking Spanish,Tom Waits,recycled metal,3,1985,120,44,83,-14,83,3.10,21,36
Love Will Save You,Swans,recycled metal,3,2015,105,66,31,-8,13,6.12,0,20
Will We Survive,Swans,recycled metal,3,2015,135,68,16,-9,10,5.98,0,16
Ziggy Stardust - 2012 Remaster,David Bowie,recycled metal,3,1972,80,55,52,-12,51,3.23,5,66
Soul Love - 2012 Remaster,David Bowie,recycled metal,3,1972,73,40,57,-12,71,3.57,6,55
Making The Most Of The Night,Carly Rae Jepsen,recycled metal,3,2015,113,88,61,-5,53,3.98,0,39
Black Heart,Carly Rae Jepsen,recycled metal,3,2015,112,60,82,-8,86,2.95,8,33
When I Needed You,Carly Rae Jepsen,recycled metal,3,2015,91,89,57,-4,35,3.68,5,36
You Take My Breath Away,The Knife,recycled metal,3,2003,102,78,62,-6,92,4.45,2,29
Two Words,Kanye West,recycled metal,3,2004,85,81,44,-5,45,4.43,2,58
방화범 The Pyromaniac,Mukimukimanmansu,recycled metal,3,2012,115,66,57,-6,79,3.22,38,10
"내가 고백을 하면 깜짝 놀랄거야 If I Confess, Be Totally Surprised",Mukimukimanmansu,recycled metal,3,2012,124,54,73,-4,67,2.63,55,12
Diamonds From Sierra Leone - Remix,Kanye West,recycled metal,3,2005,97,81,67,-4,38,3.88,26,60
Touch The Sky,Kanye West,recycled metal,3,2005,99,85,55,-5,55,3.95,1,72
Paranoid,Kanye West,recycled metal,3,2008,115,61,59,-7,46,4.63,11,65
Waiting for Black Metal Records to Come in the Mail,Have A Nice Life,recycled metal,3,2008,77,78,33,-7,5,6.25,0,42
I'm In It,Kanye West,recycled metal,3,2013,170,60,49,-5,45,3.92,14,60
New Slaves,Kanye West,recycled metal,3,2013,141,59,51,-4,36,4.27,17,66
Blood On The Leaves,Kanye West,recycled metal,3,2013,172,69,40,-4,36,6.00,40,68
Field Day for the Sundays - 2006 Remastered Version,Wire,recycled metal,3,1977,114,78,62,-7,97,0.47,22,5
Three Girl Rhumba - 2006 Remastered Version,Wire,recycled metal,3,1977,121,48,94,-9,98,1.40,16,45
Ghost Town,Kanye West,recycled metal,3,2018,83,55,57,-4,30,4.52,10,78
The Chain - 2004 Remaster,Fleetwood Mac,recycled metal,3,1977,152,67,55,-9,48,4.50,1,42
Proudhon in Manhattan,Wingnut Dishwashers Union,recycled metal,3,2016,146,41,72,-6,63,2.45,14,38
Urine Speaks Louder Than Words,Wingnut Dishwashers Union,recycled metal,3,2016,201,31,58,-8,71,2.02,70,46
The Number Song,DJ Shadow,recycled metal,3,1996,104,79,41,-7,94,4.57,7,41
walking in the snow,Run The Jewels,recycled metal,3,2020,146,82,73,-6,31,3.93,6,51
yankee and the brave (ep. 4),Run The Jewels,recycled metal,3,2020,82,88,60,-6,75,2.45,17,54
Lightworks,J Dilla,recycled metal,3,2006,93,78,45,-7,28,1.92,50,0
Glazed,J Dilla,recycled metal,3,2006,190,80,22,-8,65,1.35,0,0
Geek Down,J Dilla,recycled metal,3,2006,93,71,60,-7,56,1.33,1,0
The Diff'rence,J Dilla,recycled metal,3,2006,99,69,45,-7,65,1.87,2,0
Just Like Heaven,Dinosaur Jr.,recycled metal,3,1987,161,96,23,-5,52,2.90,10,17
Little Fury Things,Dinosaur Jr.,recycled metal,3,1987,128,95,21,-4,40,3.12,7,11
Flat Tummy Tea,Freddie Gibbs,recycled metal,3,2019,92,91,56,-6,62,2.58,25,46
In The Music,The Roots,recycled metal,3,2006,93,68,51,-7,27,4.12,1,24
Take It There,The Roots,recycled metal,3,2006,91,75,74,-8,48,2.85,2,18
Game Theory,The Roots,recycled metal,3,2006,96,86,75,-6,52,4.02,6,24
Take Me as I Am,Rina Sawayama,recycled metal,3,2017,113,85,65,-4,63,3.43,17,0
Alterlife,Rina Sawayama,recycled metal,3,2017,108,88,52,-4,58,4.07,1,0
Design: 2: 3,Sweet Trip,recycled metal,3,2003,136,37,29,-9,55,6.30,12,34
Fuck Tha Police,N.W.A.,recycled metal,3,1988,99,75,86,-8,86,5.77,2,71
Say It Ain't So,Weezer,recycled metal,3,1994,152,55,63,-7,45,4.32,1,77
Barely Legal,The Strokes,recycled metal,3,2001,158,88,42,-6,85,3.92,0,55
Trailer Trash,Modest Mouse,recycled metal,3,1997,164,63,49,-5,71,5.83,8,1
Jesus Christ Was an Only Child,Modest Mouse,recycled metal,3,1997,89,59,64,-6,69,2.60,79,0
Finger Back,Vampire Weekend,recycled metal,3,2013,101,82,67,-5,72,3.43,26,0
Empty Room,Arcade Fire,recycled metal,3,2010,162,99,33,-4,63,2.87,0,43
Dr. Wu,Minutemen,recycled metal,3,1984,146,78,54,-11,91,1.77,2,25
Viet Nam,Minutemen,recycled metal,3,1984,161,88,72,-9,96,1.50,1,47
Political Song for Michael Jackson to Sing,Minutemen,recycled metal,3,1984,172,90,54,-9,74,1.52,17,29
Maybe Partying Will Help,Minutemen,recycled metal,3,1984,135,83,59,-10,57,1.93,1,29
"The Glow, Pt. 2",The Microphones,recycled metal,3,2001,102,58,28,-11,10,4.98,41,48
The Moon,The Microphones,recycled metal,3,2001,150,72,20,-10,16,5.28,40,50
Souvlaki Space Station,Slowdive,recycled metal,3,1905,138,60,39,-8,44,5.95,0,52
Texas Reznikoff,Mitski,recycled metal,3,2014,146,26,30,-10,37,2.20,6,22
Sweetest Perfection - 2006 Remaster,Depeche Mode,recycled metal,3,1990,102,78,37,-10,55,4.70,1,43
Clean - 2006 Remaster,Depeche Mode,recycled metal,3,1990,184,55,22,-9,7,5.55,0,37
classic j dies and goes to hell part 1,glass beach,recycled metal,3,2019,80,70,24,-5,22,5.07,1,17
Dilemma,Death Grips,recycled metal,3,2018,150,76,36,-6,9,3.90,46,39
Flies,Death Grips,recycled metal,3,2018,157,93,40,-6,19,2.55,4,41
